day,price
2025-06-04,868.6
2025-06-04,868.6
2025-06-04,868.6
2025-06-05,865.62
2025-06-06,866.83
2025-06-07,866.83
2025-06-08,866.83
2025-06-09,866.91
2025-06-10,871.55
2025-06-11,873.92
2025-06-12,870.93
2025-06-13,871.0
2025-06-14,871.0
2025-06-15,871.0
2025-06-16,876.81
2025-06-17,875.35
2025-06-18,874.65
2025-06-19,874.65
2025-06-20,880.48
2025-06-21,880.48
2025-06-22,880.48
2025-06-23,881.71
2025-06-24,882.16
2025-06-25,879.15
2025-06-26,881.91
2025-07-01,848.45
2025-07-02,847.7
2025-07-03,846.16
2025-07-04,845.41
2025-07-05,845.41
2025-07-06,845.41
2025-07-07,842.34
2025-07-08,841.6
2025-07-09,840.48
2025-07-10,833.61
