day,price
2025-06-04,457.54
2025-06-04,457.54
2025-06-04,457.54
2025-06-05,460.48
2025-06-06,457.99
2025-06-07,457.99
2025-06-08,457.99
2025-06-09,454.06
2025-06-10,447.17
2025-06-11,447.33
2025-06-12,450.18
2025-06-13,454.49
2025-06-14,454.49
2025-06-15,454.49
2025-06-16,458.76
2025-06-17,463.07
2025-06-18,468.88
2025-06-19,468.88
2025-06-20,483.43
2025-06-21,483.43
2025-06-22,483.43
2025-06-23,489.46
2025-06-24,485.23
2025-06-25,468.22
2025-06-26,471.2
2025-06-27,475.55
2025-06-28,475.55
2025-06-29,475.55
2025-06-30,487.28
2025-07-01,488.91
2025-07-02,494.99
2025-07-03,486.3
2025-07-04,487.99
2025-07-05,487.99
2025-07-06,487.99
2025-07-07,488.15
2025-07-08,485.39
2025-07-09,481.19
2025-07-10,477.24
2025-07-11,478.92
2025-07-12,478.92
2025-07-13,478.92
2025-07-14,476.22
2025-07-15,467.92
2025-07-16,473.74
2025-07-17,471.09
2025-07-18,467.16
2025-07-19,467.16
